ID в ИС ГТИБД,Название,Название (англ.),Адрес (ручной),Дом,Район,Округ,Город,Улица,Адрес,Ближайшее метро,Ближайшая линия метро,Расстояние до метро,Метро (широта),Метро (долгота),Телефоны,Сайт,Email,Кухня,Доступно для людей с ограниченными возможностями,Геопозиция (широта),Геопозиция (долгота)
998,Терраса,Terrasa,"Казанская ул., д. 3",,Центральный,муниципальный округ № 78,Санкт-Петербург,,"Санкт-Петербург, Адмиралтейский район, Казанская улица, 3",Невский Проспект,Московско-Петроградская линия,,59.935421,30.327052,"(812) 937-68-37, (812) 941-42-24",www.terrassa.ru,terrassa.spb@gmail.com,"Европейская, Кавказская, Паназиатская, Японская",0,59.933807,30.322004
999,Тет-а-тет,Tet -A-Tet,"Репнинская, 1",2к2,Калининский,муниципальный округ Пискаревка,Санкт-Петербург,Репнинская улица,"Санкт-Петербург, Репнинская улица, 2к2",,,1,,,79117306665,https://vk.com/cafe.tetatet,,"Азербайджанская, Европейская, Кавказская",0,59.987033,30.425301
1004,Тройка,Troika,"Загородный пр., 27",27,Центральный,муниципальный округ Владимирский,Санкт-Петербург,Загородный проспект,"Санкт-Петербург, Загородный проспект, 27",Звенигородская,Фрунзенско-Приморская линия,,59.922282,30.335631,"(812) 407-53-43 , (812) 713-29-99 , (812) 407-55-19",www.troika-spb.ru,company@troika-spb.ru,"Русская, Европейская, Авторская",0,59.924032,30.33679
1005,Трюфель,Trufel,"Большой Проспект П.С,  д.82",82,Петроградский,муниципальный округ Аптекарский Остров,Санкт-Петербург,Большой проспект П.С.,"Санкт-Петербург, Большой проспект П.С., 82",Петроградская,Московско-Петроградская линия,,59.966394,30.311502,(812) 999-09-77,www.trufferest.ru,truffecafe@mail.ru,"Авторская, Европейская, Французская",0,59.964124,30.309158
1006,Урарту,Urartu,"ул. Бабушкина,д. 52",52,Невский,муниципальный округ Ивановский,Санкт-Петербург,улица Бабушкина,"Санкт-Петербург, улица Бабушкина, 52",Ломоносовская,Невско-Василеостровская линия,,59.877253,30.441812,"(812) 362-98-05, (812)  987-82-08",https://vk.com/club4100446,,"Европейская, Армянская, Русская",0,59.873392,30.44713
1008,A-la Фиджи,A-la Fid,"наб. Обводного канала, д. 118 (РТК «Варшавский Экспресс»)",118,Адмиралтейский,муниципальный округ Измайловское,Санкт-Петербург,набережная Обводного Канала,"Санкт-Петербург, набережная Обводного Канала, 118",Балтийская,Кировско-Выборгская линия,,59.907149,30.299564,(812) 333-10-43,www.fiji-rest.ru,"manager@fiji-rest.ru, manager@sportpub84.ru","Европейская, Русская",0,59.906923,30.307352
1009,Fiolet,Fiolet,"Фонтанки реки наб., 55 / Ломоносова пл., 4 (бутик-отель «Rossi»",,Центральный,муниципальный округ № 78,Санкт-Петербург,площадь Ломоносова,"Санкт-Петербург, площадь Ломоносова",Гостиный Двор,Невско-Василеостровская линия,,59.933938,30.333745,(812) 407-52-07,www.rossihotels.com,,"Азиатская, Японская",0,59.928505,30.334571
1010,Fish House,Fish House,"пер. Гривцова, 4",4,Адмиралтейский,муниципальный округ Сенной,Санкт-Петербург,переулок Гривцова,"Санкт-Петербург, переулок Гривцова, 4",Адмиралтейская,Фрунзенско-Приморская линия,,59.935867,30.31523,"(812) 448-22-77,  +7 921 956-84-38,  +7 921 956-84-38,",www.fish-spb.ru,info@fish-spb.ru,Рыбная,0,59.931413,30.313155
1011,FRA.TELLI,FRA.TELLI,"Пр. Испытателей, д. 37, ТЦ «Миллер»",37,Приморский,муниципальный округ Озеро Долгое,Санкт-Петербург,проспект Испытателей,"Санкт-Петербург, проспект Испытателей, 37",Комендантский Проспект,Фрунзенско-Приморская линия,,60.008428,30.259077,(812) 986 26 65,www.fra.italy-group.ru,,"Итальянская, Тайская, Японская",0,60.006997,30.264574
1014,Funky Kitchen,Funky Kitchen,"Большой проспект П.С. д. 88, лит. А",88,Петроградский,муниципальный округ Аптекарский Остров,Санкт-Петербург,Большой проспект П.С.,"Санкт-Петербург, Большой проспект П.С., 88",Петроградская,Московско-Петроградская линия,,59.966394,30.311502,(812) 983 08 80,www.fun-ki.com,info@fun-ki.com,"Авторская,  Американская, Европейская",0,59.96471,30.309966
1015,Фаворит,Favorit,"ул. Стремянная, д. 18",18,Центральный,муниципальный округ Владимирский,Санкт-Петербург,Стремянная улица,"Санкт-Петербург, Стремянная улица, 18",Маяковская,Невско-Василеостровская линия,,59.931427,30.355178,"(812) 406-04-70, (812)  965-91-08",http://www.favorit-restoran.ru/,kipspb@inbox.ru,"Русская, Европейская",0,59.930773,30.353229
1016,ФермА,Ferma,"Финляндский пр., д. 1",1,Выборгский,муниципальный округ Сампсониевское,Санкт-Петербург,Финляндский проспект,"Санкт-Петербург, Финляндский проспект, 1",Площадь Ленина,Кировско-Выборгская линия,1170,59.955611,30.35605,(812)6-430-430,www.ferma-restaurant.ru,ferma-rst@inbox.ru,"Авторская,  Европейская, Итальянская",0,59.958278,30.342144
1017,Флора,Flora,"г. Пушкин, ул.Оранжерейная д.2",2,Пушкинский,,Санкт-Петербург,Оранжерейная улица,"Санкт-Петербург, Пушкин, Оранжерейная улица, 2",,,1,,,"466-61-13, +7(911)838-46-95",http://www.floracafe.spb.ru/,,"Русская, Европейская, Испанская, Авторская, Рыбная, Домашняя, Восточная, Арабская",0,59.716542,30.402403
1018,Флора,Flora,"г. Пушкин, ул.Широкая д. 26",26,Пушкинский,,Санкт-Петербург,Широкая улица,"Санкт-Петербург, Пушкин, Широкая улица, 26",,,1,,,+7(911)986-84-46,http://www.floracafe.spb.ru/,,"Русская, Европейская, Испанская, Авторская, Рыбная, Домашняя, Восточная, Арабская",0,59.722808,30.426325
1019,Флора,Flora,г. Павловск ул. Привокзальная д. 3,3,Ремиз,,Гатчинский район,Привокзальная улица,"Ленинградская область, Гатчинский район, Коммунар, Привокзальная улица, 3",,,1,,,(812) 452-31-81,http://www.floracafe.spb.ru/,,"Русская, Европейская, Испанская, Авторская, Рыбная, Домашняя, Восточная, Арабская",0,59.64023,30.428175
1020,Форт «Константин»,Fort Konstantin,"г. Кронштадт, форт Константин",,Кронштадский,,,,"Ленинградская область, Форт Павел I",,,1,,,+7 921 33 44 000,http://forthotel.ru/kafe/,FORT@3PARK.RU,"Европейская, Русская",0,59.974392,29.716925
1021,Франческо,Francesko,"Суворовский пр., 47",47,Центральный,муниципальный округ Смольнинское,Санкт-Петербург,Суворовский проспект,"Санкт-Петербург, Суворовский проспект, 47",Чернышевская,Кировско-Выборгская линия,1581,59.944436,30.359975,"(812) 275 05 52, (812) 925 20 00",www.restoran-francesco.ru,restoran.francesco@gmail.com,"Авторская, Итальянская",0,59.939352,30.378427
1022,Кофейня Фрида,Kofeinya Frida,"Чайковского, д. 57",55,Центральный,муниципальный округ Литейный,Санкт-Петербург,улица Чайковского,"Санкт-Петербург, улица Чайковского, 55",Чернышевская,Кировско-Выборгская линия,323,59.944436,30.359975,"272-68-16,  8-965-797-57-90",www.chainiydom.ru/cafe/frida,chainiydom-reklama@yandex.ru,"Вегетарианская, Индийская",0,59.946081,30.357676
1023,High Dive,High Dive,"Комарово, Приморское шоссе, 481-а",481а,Курортный,,Санкт-Петербург,Приморское шоссе,"Санкт-Петербург, Приморское шоссе, 481а",,,1,,,8-921-401-14-00,www.high-dive.ru,high-dive@3park.ru,"Авторская, Европейская, Средиземноморская",0,60.173127,29.806676
1024,Холст Масло,Holst Maslo,"Большая Морская ул., д.4",4,Центральный,муниципальный округ Дворцовый,Санкт-Петербург,Большая Морская улица,"Санкт-Петербург, Большая Морская улица, 4",Адмиралтейская,Фрунзенско-Приморская линия,345,59.935867,30.31523,"+7 905 2105048,  (812) 5704069,",www.holstmaslo.ru,holstmaslo@mail.ru,"Итальянская, Русская, Европейская",0,59.937305,30.318303
1025,Хочу Харчо,Hochy Harcho,ул. Садовая д. 39/41,39,Адмиралтейский,муниципальный округ Сенной,Санкт-Петербург,Садовая улица,"Санкт-Петербург, Садовая улица, 39",Садовая,Фрунзенско-Приморская линия,176,59.926413,30.318285,"(812) 310-32-36,  (812) 640-30-24,",www.hochuharcho.com,,Грузинская,0,59.925917,30.315509
1026,Хутор Водограй,Hutor Vodograi,"Караванная, д. 2",2,Центральный,муниципальный округ Дворцовый,Санкт-Петербург,Караванная улица,"Санкт-Петербург, Караванная улица, 2",Гостиный Двор,Невско-Василеостровская линия,748,59.933938,30.333745,(812) 570-57-37,www.vodograi.ru,hutorvodograi@mail.ru,Украинская,0,59.937427,30.342144
1027,Царь,Tsar,"ул. Садовая, д. 12",12,Центральный,муниципальный округ Дворцовый,Санкт-Петербург,Садовая улица,"Санкт-Петербург, Садовая улица, 12",Гостиный Двор,Невско-Василеостровская линия,167,59.933938,30.333745,"(812) 640-19-00, (812) 931-61-59",www.tsar-project.ru,tsar-manager@mail.ru,"Европейская, Русская",0,59.934898,30.336305
1028,Чаплин-Клуб,Chaplin-Club,"Ул. Чайковского, 59",59,Центральный,муниципальный округ Смольнинское,Санкт-Петербург,улица Чайковского,"Санкт-Петербург, улица Чайковского, 59",Чернышевская,Кировско-Выборгская линия,269,59.944436,30.359975,"(812) 272-66-49 , (812) 272-67-39",www.chaplin-club.com,chaplin-club@mail.ru,"Русская, Европейская",0,59.94613,30.360299
1029,Честер клуб,Chester Club,"пр. Кондратьевский, 62, к. 1",62к1,Калининский,муниципальный округ Пискаревка,Санкт-Петербург,Кондратьевский проспект,"Санкт-Петербург, Кондратьевский проспект, 62к1",,,1,,,"(812) 248-03-78, 8(921) 918 18 19",www.club-virage.ru,info@club-virage.ru,"Европейская, Русская",0,59.979844,30.393977
1030,Чеховъ,Chekhov,"ул.  Петропавловская, д. 4",4,Петроградский,муниципальный округ Аптекарский Остров,Санкт-Петербург,Петропавловская улица,"Санкт-Петербург, Петропавловская улица, 4",Петроградская,Московско-Петроградская линия,376,59.966394,30.311502,(812) 234-45-11,www.restaurant-chekhov.ru,,"Авторская,  Русская, Украинская",0,59.966304,30.314431
1031,Чин-Чин кафе,Chin Chin Cafe,"Мытнинская наб., 3",3,Петроградский,муниципальный округ Введенский,Санкт-Петербург,Мытнинская набережная,"Санкт-Петербург, Мытнинская набережная, 3",Спортивная,Фрунзенско-Приморская линия,1102,59.951772,30.290688,(812) 232-10-42,www.chin-chin-cafe.ru,info@chin-chin-cafe.ru,"Китайская, Паназиатская",0,59.948744,30.306364
1034,Shatush,Shatush,"наб. реки Мойки, д. 64",64,Адмиралтейский,муниципальный округ Сенной,Санкт-Петербург,набережная реки Мойки,"Санкт-Петербург, набережная реки Мойки, 64",Адмиралтейская,Фрунзенско-Приморская линия,727,59.935867,30.31523,(812) 914-43-43,http://shatush-spb.ru/,shatushspb@gmail.com,"Европейская, Паназиатская,  Японская",0,59.931467,30.311305
1035,Шалаш,Shalash,"г.Сестрорецк, ул. дорога к Шалашу Ленина, д.1.",1,Курортный,,Санкт-Петербург,дорога к шалашу Ленина,"Санкт-Петербург, Сестрорецк, дорога к шалашу Ленина, 1",,,1,,,"(812)437-60-55,",www.shalash.org,nalimova7710@rambler.ru,"Европейская, Русская, Вегетарианская",0,60.061529,29.993642
1036,Шаляпин,Shalyapin,"пос.Репино, ул. Нагорная, д. 1",1,Курортный,,Санкт-Петербург,Нагорная улица,"Санкт-Петербург, поселок Репино, Нагорная улица, 1",,,1,,,(812) 432-07-75,www.shalyapinspb.ru,repino@shalyapinspb.ru,"Европейская, Русская",0,60.171458,29.872451
1037,Шаляпин,Shaliapin,ул. Тверская д.12/15,12/15,Центральный,муниципальный округ Смольнинское,Санкт-Петербург,Тверская улица,"Санкт-Петербург, Тверская улица, 12/15",,,1,,,(812) 275-32-10,www.shalyapinspb.ru,tverskaya@shalyapinspb.ru,"Европейская, Русская",0,59.947095,30.383008
1038,Шелест,Shelest,"г. Зеленогорск, Приморское шоссе 572а, литера А",572а,Курортный,,Санкт-Петербург,Приморское шоссе,"Санкт-Петербург, Приморское шоссе, 572а",,,1,,,"(812) 962-14-42, (812) 601-26-74",,,"Русская, Европейская",0,60.191114,29.648186
1039,Шенген,Schengen,"Кирочная ул., д. 5",5,Центральный,муниципальный округ Литейный,Санкт-Петербург,Кирочная улица,"Санкт-Петербург, Кирочная улица, 5",Чернышевская,Кировско-Выборгская линия,536,59.944436,30.359975,(812) 922 11 97,http://www.schengen.spb.ru/,schengen.rest@mail.ru,Европейская,0,59.943715,30.352358
1040,Шервуд,Shervyd,"Нахимова ул., д. 8",8к1,Василеостровский,муниципальный округ Гавань,Санкт-Петербург,улица Нахимова,"Санкт-Петербург, улица Нахимова, 8к1",Приморская,Невско-Василеостровская линия,1013,59.948456,30.234633,"(812) 352-04-08, 8-950-020-98-78, 8-909-586-83-93",http://shervud-center.ru/,sherwyd@mail.ru,Европейская,0,59.943219,30.234957
1041,Шурпа,Shyrpa,"пр.Энгельса, 27, 2 этаж",27,Выборгский,муниципальный округ Светлановское,Санкт-Петербург,проспект Энгельса,"Санкт-Петербург, проспект Энгельса, 27",Удельная,Московско-Петроградская линия,1665,60.016604,30.315823,"(812) 600 25 75, (812) 955-42-55",www.shurpa.info,,Восточная,0,60.00523,30.327995
1042,Шхера,Shhera,"ул. Пражская, 26",26к1,Фрунзенский,муниципальный округ № 72,Санкт-Петербург,Пражская улица,"Санкт-Петербург, Пражская улица, 26к1",Международная,Фрунзенско-Приморская линия,1035,59.870203,30.379289,(812) 572 96 44,www.vk.com/pivospb,,"Европейская,  Русская",0,59.872656,30.392
1043,Istanbul,Istanbul,"Пискарёвский пр., д.25",25,Красногвардейский,муниципальный округ Полюстрово,Санкт-Петербург,Пискаревский проспект,"Санкт-Петербург, Пискаревский проспект, 25",,,1,,,"+7-966-755-56-66, (812) 384-66-10",www.efes-istanbul.ru,mail@istanbul.spb.ru,"Европейская, Турецкая",0,59.969574,30.415294
1045,Элегия,Elegia,"пр. Ленинский, 140 (ТЦ «Загородный Дом»)",23,Калининский,муниципальный округ Гражданка,Санкт-Петербург,проспект Науки,"Санкт-Петербург, проспект Науки, 23",Академическая,Кировско-Выборгская линия,727,60.012696,30.396007,8 (812) 346-51-12,http://restoran-elegia.ru/,restoran-elegia@mail.ru,"Европейская,  Кавказская",0,60.010731,30.402142
1046,Эривань,Erivan,"наб. реки Фонтанки, 51",51,Центральный,муниципальный округ № 78,Санкт-Петербург,набережная реки Фонтанки,"Санкт-Петербург, набережная реки Фонтанки, 51",Достоевская,Правобережная линия,,59.928185,30.346204,"(812) 703-38-20, (812) 703-38-21, , +7 (921) 934-05-39",www.erivan.ru,stariy-svet@mail.ru,"Армянская, Европейская, Авторская",0,59.929795,30.337976
1047,Эскалибур,Excalibur,"Сикейроса, 1",1,Выборгский,муниципальный округ Сосновское,Санкт-Петербург,улица Сикейроса,"Санкт-Петербург, улица Сикейроса, 1",Озерки,Московско-Петроградская линия,524,60.037027,30.321734,(812) 495-67-17,www.excaliburspb.ru,,"Авторская, Европейская",0,60.034124,30.322992
1048,Южный Форт,South Fort,"Свердлова ул., 30А.",30,Красносельский,муниципальный округ Константиновское,Санкт-Петербург,улица Свердлова,"Санкт-Петербург, улица Свердлова, 30",,,1,,,(812) 97-220-97,www.s-fort.ru,info@s-fort.ru,"Авторская,  Европейская, Русская",0,59.831241,30.103282
1049,Якитория и Mojo,Yakitoriia and Mojo,пл. Чернышевского 11,11,Московский,муниципальный округ Пулковский меридиан,Санкт-Петербург,площадь Чернышевского,"Санкт-Петербург, площадь Чернышевского, 11",Парк Победы,Московско-Петроградская линия,,59.866269,30.321887,(812) 369-72-33,www.yakitoriya.spb.ru,yujakovsergei@mail.ru,"Итальянская, Японская",0,59.868763,30.315563
1051,Якитория и Mojo,Yakitoriia and Mojo,"пл. Островского, 5/7",5,Центральный,муниципальный округ № 78,Санкт-Петербург,площадь Островского,"Санкт-Петербург, площадь Островского, 5",Гостиный Двор,Невско-Василеостровская линия,,59.933938,30.333745,(812) 315-83-43,www.yakitoriya.spb.ru,yujakovsergei@mail.ru,"Итальянская, Японская",0,59.931986,30.334203
1052,Якитория и Mojo,Yakitoriia &  Mojo,"Петровская наб., 4",4,Петроградский,муниципальный округ Посадский,Санкт-Петербург,Петровская набережная,"Санкт-Петербург, Петровская набережная, 4",Горьковская,Московско-Петроградская линия,,59.956057,30.318904,(812) 970-48-58,www.yakitoriya.spb.ru,yujakovsergei@mail.ru,"Итальянская, Японская",0,59.953687,30.330403
1054,Новая Ялта,New Yalta,"ул. Бухарестская, д. 47",47,Фрунзенский,муниципальный округ Купчино,Санкт-Петербург,Бухарестская улица,"Санкт-Петербург, Бухарестская улица, 47",Международная,Фрунзенско-Приморская линия,,59.870203,30.379289,"(812) 9 047 047,  (812) 988 07 05",https://vk.com/newyalta_rest,yalta.restoran@yandex.ru,"Грузинская,  Русская, Японская",0,59.859406,30.390581
1055,Ять,Yat,"наб. реки Мойки, д. 16",16,Центральный,муниципальный округ Дворцовый,Санкт-Петербург,набережная реки Мойки,"Санкт-Петербург, набережная реки Мойки, 16",Адмиралтейская,Фрунзенско-Приморская линия,,59.935867,30.31523,(812) 9570023,www.eatinyat.com,pirgoroi@bk.ru,Русская,0,59.940623,30.320467
6428,CAFFE64,CAFFE64,"195112, Санкт-Петербург, Малоохтинский пр., 64, лит. А",64а,Красногвардейский,муниципальный округ Малая Охта,Санкт-Петербург,Малоохтинский проспект,"Санкт-Петербург, Малоохтинский проспект, 64а",Новочеркасская,Правобережная линия,,59.928902,30.411943,(812)9099064,www.gusto-spb.ru/rus/news/1836,,Итальянская,0,59.931531,30.403032
6429,CALCIO,CALCIO,"188309, Ленобласть, Гатчина, Соборная ул., 18",18,Центр,,Гатчинский район,Соборная улица,"Ленинградская область, Гатчина, Соборная улица, 18",,,1,,,(81371)76079,http://www.ingerburgskoe.ru/pizzeria.html,,Итальянская,0,59.565949,30.126386
6430,CARNE PIZZA,,"190103, Санкт-Петербург, 8-я Красноармейская ул., 21",21,Адмиралтейский,муниципальный округ Измайловское,Санкт-Петербург,8-я Красноармейская улица,"Санкт-Петербург, 8-я Красноармейская улица, 21",Балтийская,Кировско-Выборгская линия,,59.907149,30.299564,(812)6482806,papapizza.ru,papapizzaspb@yandex.ru,Итальянска,0,59.91448,30.299833
6431,CASTELLO,CASTELLO,"197374, Санкт-Петербург, ул. Савушкина, 138",138,Приморский,муниципальный округ № 65,Санкт-Петербург,улица Савушкина,"Санкт-Петербург, улица Савушкина, 138",,,1,,,(812)9494300,twocapitalspizza.ru,twocapitals.pizza@gmail.com,"Европейская, Итальянская",0,59.989477,30.193167
6433,PIZZA HUT,PIZZA HUT,"191025, Санкт-Петербург, Невский пр., 96",96,Центральный,муниципальный округ Литейный,Санкт-Петербург,Невский проспект,"Санкт-Петербург, Невский проспект, 96",Маяковская,Невско-Василеостровская линия,,59.931427,30.355178,(812)3330744,pizzahut.spb.ru,love@pizzahut.spb.ru,,0,59.931977,30.354621
6435,PIZZA ITALIANA & COFFEE TIME,PIZZA ITALIANA & COFFEE TIME,"198216, Санкт-Петербург, Ленинский пр., 128",128,Кировский,муниципальный округ Княжево,Санкт-Петербург,Ленинский проспект,"Санкт-Петербург, Ленинский проспект, 128",Ленинский Проспект,Кировско-Выборгская линия,,59.851774,30.268428,(812)6467474,www.pizzaitaliana.ru,,"европейская, итальянская, смешанная",0,59.852217,30.265616
6436,PIZZA HUT,PIZZA HUT,"199004, Санкт-Петербург, Средний пр., 36/40",36/40,Василеостровский,муниципальный округ № 7,Санкт-Петербург,Средний проспект В.О.,"Санкт-Петербург, Средний проспект В.О., 36/40",Василеостровская,Невско-Василеостровская линия,,59.942516,30.278274,(812)6761400,pizzahut.spb.ru,love@pizzahut.spb.ru,,0,59.942011,30.275938
6437,PIZZA HUT,PIZZA HUT,"197374, Санкт-Петербург, Торфяная дорога, 7, ТРК ""Гулливер""",7,Приморский,муниципальный округ Озеро Долгое,Санкт-Петербург,Торфяная дорога,"Санкт-Петербург, Торфяная дорога, 7",Старая Деревня,Фрунзенско-Приморская линия,,59.989342,30.255169,(812)4412293,pizzahut.spb.ru,love@pizzahut.spb.ru,,0,59.990669,30.257801
6438,PIZZA HUT,PIZZA HUT,"197341, Санкт-Петербург, Коломяжский пр., 19, корп. 2, ТК ""Капитолий""",19к2,Приморский,муниципальный округ Комендантский Аэродром,Санкт-Петербург,Коломяжский проспект,"Санкт-Петербург, Коломяжский проспект, 19к2",Пионерская,Московско-Петроградская линия,,60.002526,30.29659,(812)7031846,pizzahut.spb.ru,love@pizzahut.spb.ru,,0,60.008347,30.297686
6439,PIZZA HUT,PIZZA HUT,"197022, Санкт-Петербург, Каменноостровский пр., 37-д",37,Петроградский,муниципальный округ Аптекарский Остров,Санкт-Петербург,Каменноостровский проспект,"Санкт-Петербург, Каменноостровский проспект, 37",Петроградская,Московско-Петроградская линия,,59.966394,30.311502,(812)2404834,pizzahut.spb.ru,love@pizzahut.spb.ru,,0,59.96634,30.311457
6440,PIZZA HUT,PIZZA HUT,"196066, Санкт-Петербург, Московский пр., 222-а",222,Московский,муниципальный округ Звездное,Санкт-Петербург,Московский проспект,"Санкт-Петербург, Московский проспект, 222",Московская,Московско-Петроградская линия,,59.848873,30.321483,(812)3737173,pizzahut.spb.ru,love@pizzahut.spb.ru,,0,59.84508,30.323243
6442,PIZZA HUT,PIZZA HUT,"194358, Санкт-Петербург, пр. Энгельса, 154, ТРК ""Гранд Каньон""",154,Выборгский,муниципальный округ Шувалово-Озерки,Санкт-Петербург,проспект Энгельса,"Санкт-Петербург, проспект Энгельса, 154",Проспект Просвещения,Московско-Петроградская линия,,60.051365,30.332433,(812)3321157,pizzahut.spb.ru,love@pizzahut.spb.ru,,0,60.058956,30.334948
6443,PIZZA HUT,PIZZA HUT,"191186, Санкт-Петербург, наб. реки Мойки, 71/16",71,Центральный,муниципальный округ № 78,Санкт-Петербург,набережная реки Мойки,"Санкт-Петербург, набережная реки Мойки, 71",Адмиралтейская,Фрунзенско-Приморская линия,385,59.935867,30.31523,(812)3157705,pizzahut.spb.ru,love@pizzahut.spb.ru,,0,59.933289,30.315383
6444,PIZZA HUT,PIZZA HUT,"191123, Санкт-Петербург, пр. Чернышевского, 17-а",17,Центральный,муниципальный округ Литейный,Санкт-Петербург,проспект Чернышевского,"Санкт-Петербург, проспект Чернышевского, 17",Чернышевская,Кировско-Выборгская линия,141,59.944436,30.359975,(812)2750786,pizzahut.spb.ru,love@pizzahut.spb.ru,,0,59.944458,30.358799
6445,PIZZA HUT,PIZZA HUT,"188660, Ленобласть, Всеволожский район, пересечение пр. Энгельса и КАД, ТЦ ""МЕГА Парнас""",,,,Всеволожский район,,"Ленинградская область, Всеволожский район",,,1,,,(812)4483558,pizzahut.spb.ru,love@pizzahut.spb.ru,,0,60.301286,30.937008
6446,PIZZA ITALIANA & COFFEE TIME,PIZZA ITALIANA & COFFEE TIME,"196608, Санкт-Петербург, Пушкин, Ленинградская ул., 1",1,Пушкинский,,Санкт-Петербург,Ленинградская улица,"Санкт-Петербург, Пушкин, Ленинградская улица, 1",,,1,,,(812)9922199,www.pizzaitaliana.ru,,"европейская, итальянская, смешанная",0,59.723797,30.426774
6447,PIZZA ITALIANA & COFFEE TIME,PIZZA ITALIANA & COFFEE TIME,"196608, Санкт-Петербург, Пушкин, Ленинградская ул., 1",1,Пушкинский,,Санкт-Петербург,Ленинградская улица,"Санкт-Петербург, Пушкин, Ленинградская улица, 1",,,1,,,(812)9922199,www.pizzaitaliana.ru,,"европейская, итальянская, смешанная",0,59.723797,30.426774
6449,PIZZA ITALIANA & COFFEE TIME,PIZZA ITALIANA & COFFEE TIME,"196608, Санкт-Петербург, Пушкин, Ленинградская ул., 1",1,Пушкинский,,Санкт-Петербург,Ленинградская улица,"Санкт-Петербург, Пушкин, Ленинградская улица, 1",,,1,,,(812)9922199,www.pizzaitaliana.ru,,"европейская, итальянская, смешанная",0,59.723797,30.426774
6450,STREET,STREET,"197342, Санкт-Петербург, Коломяжский пр., 15",15к1,Приморский,муниципальный округ Комендантский Аэродром,Санкт-Петербург,Коломяжский проспект,"Санкт-Петербург, Коломяжский проспект, 15к1",Пионерская,Московско-Петроградская линия,401,60.002526,30.29659,(812)3006090,www.streetbar.ru,,,0,60.000393,30.300345
6451,STREET,STREET,"195267, Санкт-Петербург, Гражданский пр., 116, корп. 5",116к5,Калининский,муниципальный округ № 21,Санкт-Петербург,Гражданский проспект,"Санкт-Петербург, Гражданский проспект, 116к5",Гражданский Проспект,Кировско-Выборгская линия,19,60.034856,30.418213,(812)6220023,www.streetbar.ru,,,0,60.03478,30.417288
6452,STREET,STREET,"195267, Санкт-Петербург, Гражданский пр., 116, корп. 5",116к5,Калининский,муниципальный округ № 21,Санкт-Петербург,Гражданский проспект,"Санкт-Петербург, Гражданский проспект, 116к5",Гражданский Проспект,Кировско-Выборгская линия,19,60.034856,30.418213,(812)2488477,www.streetbar.ru,,,0,60.03478,30.417288
6453,STREET,STREET,"195220, Санкт-Петербург, пр. Науки, 19, корп. 2",19к2,Калининский,муниципальный округ Академический,Санкт-Петербург,проспект Науки,"Санкт-Петербург, проспект Науки, 19к2",Академическая,Кировско-Выборгская линия,161,60.012696,30.396007,(812)5362280,www.streetbar.ru,,,0,60.012993,30.394453
6454,STREET,STREET,"190005, Санкт-Петербург, Московский пр., 31",31,Адмиралтейский,муниципальный округ Измайловское,Санкт-Петербург,Московский проспект,"Санкт-Петербург, Московский проспект, 31",Технологический Институт,Кировско-Выборгская линия,621,59.916437,30.318788,(812)5759270,www.streetbar.ru,,,0,59.914281,30.317782
6455,STREET,STREET,"195220, Санкт-Петербург, пр. Науки, 19, корп. 2",19к2,Калининский,муниципальный округ Академический,Санкт-Петербург,проспект Науки,"Санкт-Петербург, проспект Науки, 19к2",Академическая,Кировско-Выборгская линия,161,60.012696,30.396007,(812)5362280,www.streetbar.ru,,,0,60.012993,30.394453
6457,АЛЛО-ПИЦЦА,,"195267, Санкт-Петербург, Гражданский пр., 104, корп. 1",104к1,Калининский,муниципальный округ № 21,Санкт-Петербург,Гражданский проспект,"Санкт-Петербург, Гражданский проспект, 104к1",Гражданский Проспект,Кировско-Выборгская линия,903,60.034856,30.418213,(812)5902248,http://allopizza.su/area/description/2,,,0,60.02784,30.411521
6458,АЛЛО-ПИЦЦА,,"196240, Санкт-Петербург, ул. Костюшко, 68-а",68,Московский,муниципальный округ Новоизмайловское,Санкт-Петербург,улица Костюшко,"Санкт-Петербург, улица Костюшко, 68",Московская,Московско-Петроградская линия,1276,59.848873,30.321483,(812)7407085,http://allopizza.su/area/description/2,,,0,59.844863,30.309373
6459,АЛЛО-ПИЦЦА,,"193232, Санкт-Петербург, ул. Крыленко, 39/29",39/29,Невский,муниципальный округ № 54,Санкт-Петербург,улица Крыленко,"Санкт-Петербург, улица Крыленко, 39/29",Улица Дыбенко,Правобережная линия,926,59.907334,30.483413,(812)4956262,http://allopizza.su/area/description/2,,,0,59.899771,30.487994
12767,Генри,Henry,"Санкт-Петербург, Петровская наб., д. 4",,,,,,,,,1,,,+7(812) 232-45-29;,http://henry-restaurant.ru/,info@henry-restaurant.ru,"Европейская, Фьюжн",0,,
